Unique Bond No,URN,Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations,Issue Branch Code,Issue Teller,Status
OC7028,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6690,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6700,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7044,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6698,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7022,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6674,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7004,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7030,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6688,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7046,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7014,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6682,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7036,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7050,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6692,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7038,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7010,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7012,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6676,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7034,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6686,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6680,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7032,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7040,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7016,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6696,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC7042,00300201904120000001158,2019-04-12,2019-04-12,2019-04-26,PHL FINIVEST PVT LTD,10000000,300,4180496,Paid
OC6699,00300201904120000001159,2019-04-12,2019-04-12,2019-04-26,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,300,4180496,Paid
OC6683,00300201904120000001159,2019-04-12,2019-04-12,2019-04-26,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,300,4180496,Paid
OC6687,00300201904120000001159,2019-04-12,2019-04-12,2019-04-26,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,300,4180496,Paid
OC6695,00300201904120000001159,2019-04-12,2019-04-12,2019-04-26,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,300,4180496,Paid
OC7001,00300201904120000001159,2019-04-12,2019-04-12,2019-04-26,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,300,4180496,Paid
OC6697,00300201904120000001159,2019-04-12,2019-04-12,2019-04-26,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,300,4180496,Paid
OC6691,00300201904120000001159,2019-04-12,2019-04-12,2019-04-26,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,300,4180496,Paid
OC6693,00300201904120000001159,2019-04-12,2019-04-12,2019-04-26,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,300,4180496,Paid
OC6685,00300201904120000001159,2019-04-12,2019-04-12,2019-04-26,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,300,4180496,Paid
OC6689,00300201904120000001159,2019-04-12,2019-04-12,2019-04-26,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,10000000,300,4180496,Paid
OC7007,00300201904120000001160,2019-04-12,2019-04-12,2019-04-26,PIRAMAL ENTERPRISES LTD,10000000,300,4180496,Paid
OC7005,00300201904120000001160,2019-04-12,2019-04-12,2019-04-26,PIRAMAL ENTERPRISES LTD,10000000,300,4180496,Paid
OC7015,00300201904120000001160,2019-04-12,2019-04-12,2019-04-26,PIRAMAL ENTERPRISES LTD,10000000,300,4180496,Paid
OC7013,00300201904120000001160,2019-04-12,2019-04-12,2019-04-26,PIRAMAL ENTERPRISES LTD,10000000,300,4180496,Paid
OC7019,00300201904120000001160,2019-04-12,2019-04-12,2019-04-26,PIRAMAL ENTERPRISES LTD,10000000,300,4180496,Paid
OC7011,00300201904120000001160,2019-04-12,2019-04-12,2019-04-26,PIRAMAL ENTERPRISES LTD,10000000,300,4180496,Paid
OC7021,00300201904120000001160,2019-04-12,2019-04-12,2019-04-26,PIRAMAL ENTERPRISES LTD,10000000,300,4180496,Paid
OC7003,00300201904120000001160,2019-04-12,2019-04-12,2019-04-26,PIRAMAL ENTERPRISES LTD,10000000,300,4180496,Paid
OC7009,00300201904120000001160,2019-04-12,2019-04-12,2019-04-26,PIRAMAL ENTERPRISES LTD,10000000,300,4180496,Paid
OC7017,00300201904120000001160,2019-04-12,2019-04-12,2019-04-26,PIRAMAL ENTERPRISES LTD,10000000,300,4180496,Paid
OL23643,00847201904120000001180,2019-04-12,2019-04-12,2019-04-26,PONUGOTI HEMENDAR RAO,100000,847,8424020,Paid
OL23641,00847201904120000001180,2019-04-12,2019-04-12,2019-04-26,PONUGOTI HEMENDAR RAO,100000,847,8424020,Paid
OL23645,00847201904120000001180,2019-04-12,2019-04-12,2019-04-26,PONUGOTI HEMENDAR RAO,100000,847,8424020,Paid
OC7065,00300201904120000001171,2019-04-12,2019-04-12,2019-04-26,RENUKA INVESTMENTS AND FINANCE LTD,10000000,300,4180496,Paid
OC7067,00300201904120000001171,2019-04-12,2019-04-12,2019-04-26,RENUKA INVESTMENTS AND FINANCE LTD,10000000,300,4180496,Paid
OC7063,00300201904120000001171,2019-04-12,2019-04-12,2019-04-26,RENUKA INVESTMENTS AND FINANCE LTD,10000000,300,4180496,Paid
OC7069,00300201904120000001171,2019-04-12,2019-04-12,2019-04-26,RENUKA INVESTMENTS AND FINANCE LTD,10000000,300,4180496,Paid
OC7071,00300201904120000001171,2019-04-12,2019-04-12,2019-04-26,RENUKA INVESTMENTS AND FINANCE LTD,10000000,300,4180496,Paid
OC7058,00300201904120000001172,2019-04-12,2019-04-12,2019-04-26,RENUKESHWAR INVESTMENTS PVT LTD,10000000,300,4180496,Paid
OC7056,00300201904120000001172,2019-04-12,2019-04-12,2019-04-26,RENUKESHWAR INVESTMENTS PVT LTD,10000000,300,4180496,Paid
OC7054,00300201904120000001172,2019-04-12,2019-04-12,2019-04-26,RENUKESHWAR INVESTMENTS PVT LTD,10000000,300,4180496,Paid
OC7062,00300201904120000001172,2019-04-12,2019-04-12,2019-04-26,RENUKESHWAR INVESTMENTS PVT LTD,10000000,300,4180496,Paid
OC7060,00300201904120000001172,2019-04-12,2019-04-12,2019-04-26,RENUKESHWAR INVESTMENTS PVT LTD,10000000,300,4180496,Paid
TL2351,00078201904120000001170,2019-04-12,2019-04-12,2019-04-26,SHIVAM TRANSCON PRIVATE LIMITED,1000000,78,7601204,Paid
TL2353,00078201904120000001170,2019-04-12,2019-04-12,2019-04-26,SHIVAM TRANSCON PRIVATE LIMITED,1000000,78,7601204,Paid
TL2355,00078201904120000001170,2019-04-12,2019-04-12,2019-04-26,SHIVAM TRANSCON PRIVATE LIMITED,1000000,78,7601204,Paid
TL2349,00078201904120000001170,2019-04-12,2019-04-12,2019-04-26,SHIVAM TRANSCON PRIVATE LIMITED,1000000,78,7601204,Paid
TL2346,00078201904120000001170,2019-04-12,2019-04-12,2019-04-26,SHIVAM TRANSCON PRIVATE LIMITED,1000000,78,7601204,Paid
TL2359,00078201904120000001163,2019-04-12,2019-04-12,2019-04-26,SKYWORLD DEVELOPERS LLP,1000000,78,7601204,Paid
OL10046,00078201904120000001163,2019-04-12,2019-04-12,2019-04-26,SKYWORLD DEVELOPERS LLP,100000,78,7601204,Paid
OL10040,00078201904120000001163,2019-04-12,2019-04-12,2019-04-26,SKYWORLD DEVELOPERS LLP,100000,78,7601204,Paid
OL10042,00078201904120000001163,2019-04-12,2019-04-12,2019-04-26,SKYWORLD DEVELOPERS LLP,100000,78,7601204,Paid
OL10044,00078201904120000001163,2019-04-12,2019-04-12,2019-04-26,SKYWORLD DEVELOPERS LLP,100000,78,7601204,Paid
OL10048,00078201904120000001163,2019-04-12,2019-04-12,2019-04-26,SKYWORLD DEVELOPERS LLP,100000,78,7601204,Paid
TL9445,00813201904120000001156,2019-04-12,2019-04-12,2019-04-26,TEXPORT CREATION,1000000,813,3122247,Paid
TL9439,00813201904120000001156,2019-04-12,2019-04-12,2019-04-26,TEXPORT CREATION,1000000,813,3122247,Paid
TL9444,00813201904120000001156,2019-04-12,2019-04-12,2019-04-26,TEXPORT CREATION,1000000,813,3122247,Paid
TL9446,00813201904120000001156,2019-04-12,2019-04-12,2019-04-26,TEXPORT CREATION,1000000,813,3122247,Paid
TL9443,00813201904120000001156,2019-04-12,2019-04-12,2019-04-26,TEXPORT CREATION,1000000,813,3122247,Paid
TL9438,00813201904120000001156,2019-04-12,2019-04-12,2019-04-26,TEXPORT CREATION,1000000,813,3122247,Paid
TL9441,00813201904120000001156,2019-04-12,2019-04-12,2019-04-26,TEXPORT CREATION,1000000,813,3122247,Paid
TL9442,00813201904120000001156,2019-04-12,2019-04-12,2019-04-26,TEXPORT CREATION,1000000,813,3122247,Paid
TL9440,00813201904120000001156,2019-04-12,2019-04-12,2019-04-26,TEXPORT CREATION,1000000,813,3122247,Paid
OC5268,00691201904150000001208,2019-04-15,2019-04-15,2019-04-29,ALOK NARAYAN PANDEY,10000000,691,3300196,Paid
OC5266,00691201904150000001208,2019-04-15,2019-04-15,2019-04-29,ALOK NARAYAN PANDEY,10000000,691,3300196,Paid
OC5267,00691201904150000001208,2019-04-15,2019-04-15,2019-04-29,ALOK NARAYAN PANDEY,10000000,691,3300196,Paid
TL10931,00691201904150000001208,2019-04-15,2019-04-15,2019-04-29,ALOK NARAYAN PANDEY,1000000,691,3300196,Paid
TL10932,00691201904150000001208,2019-04-15,2019-04-15,2019-04-29,ALOK NARAYAN PANDEY,1000000,691,3300196,Paid
TL10930,00691201904150000001208,2019-04-15,2019-04-15,2019-04-29,ALOK NARAYAN PANDEY,1000000,691,3300196,Paid
TL10929,00691201904150000001208,2019-04-15,2019-04-15,2019-04-29,ALOK NARAYAN PANDEY,1000000,691,3300196,Paid
TL10933,00691201904150000001209,2019-04-15,2019-04-15,2019-04-29,BELLWEY INTERNATIONAL CO,1000000,691,3300196,Paid
TL10936,00691201904150000001209,2019-04-15,2019-04-15,2019-04-29,BELLWEY INTERNATIONAL CO,1000000,691,3300196,Paid
TL10935,00691201904150000001209,2019-04-15,2019-04-15,2019-04-29,BELLWEY INTERNATIONAL CO,1000000,691,3300196,Paid
TL10937,00691201904150000001209,2019-04-15,2019-04-15,2019-04-29,BELLWEY INTERNATIONAL CO,1000000,691,3300196,Paid
TL10934,00691201904150000001209,2019-04-15,2019-04-15,2019-04-29,BELLWEY INTERNATIONAL CO,1000000,691,3300196,Paid
OC1357,00461201904150000001187,2019-04-15,2019-04-15,2019-04-29,CHHATTISGARH DISTILLERIES LIMITED,10000000,461,5578876,Paid
OL13883,00509201904150000001183,2019-04-15,2019-04-15,2019-04-29,DEMPO INDUSTRIES PVT LTD,100000,509,7315678,Paid
OL13881,00509201904150000001183,2019-04-15,2019-04-15,2019-04-29,DEMPO INDUSTRIES PVT LTD,100000,509,7315678,Paid
OL13889,00509201904150000001183,2019-04-15,2019-04-15,2019-04-29,DEMPO INDUSTRIES PVT LTD,100000,509,7315678,Paid
OL13887,00509201904150000001183,2019-04-15,2019-04-15,2019-04-29,DEMPO INDUSTRIES PVT LTD,100000,509,7315678,Paid
OL13885,00509201904150000001183,2019-04-15,2019-04-15,2019-04-29,DEMPO INDUSTRIES PVT LTD,100000,509,7315678,Paid
OC2864,01355201904150000001201,2019-04-15,2019-04-15,2019-04-29,GUJARAT FLUORO CHEMICALS LIMITED,10000000,1355,5137969,Paid
OC2872,01355201904150000001201,2019-04-15,2019-04-15,2019-04-29,GUJARAT FLUORO CHEMICALS LIMITED,10000000,1355,5137969,Paid
OC2860,01355201904150000001201,2019-04-15,2019-04-15,2019-04-29,GUJARAT FLUORO CHEMICALS LIMITED,10000000,1355,5137969,Paid
OC2862,01355201904150000001201,2019-04-15,2019-04-15,2019-04-29,GUJARAT FLUORO CHEMICALS LIMITED,10000000,1355,5137969,Paid
OC2866,01355201904150000001201,2019-04-15,2019-04-15,2019-04-29,GUJARAT FLUORO CHEMICALS LIMITED,10000000,1355,5137969,Paid
OC2868,01355201904150000001201,2019-04-15,2019-04-15,2019-04-29,GUJARAT FLUORO CHEMICALS LIMITED,10000000,1355,5137969,Paid
OC2858,01355201904150000001201,2019-04-15,2019-04-15,2019-04-29,GUJARAT FLUORO CHEMICALS LIMITED,10000000,1355,5137969,Paid
OC2870,01355201904150000001201,2019-04-15,2019-04-15,2019-04-29,GUJARAT FLUORO CHEMICALS LIMITED,10000000,1355,5137969,Paid
OC2874,01355201904150000001201,2019-04-15,2019-04-15,2019-04-29,GUJARAT FLUORO CHEMICALS LIMITED,10000000,1355,5137969,Paid
OC2856,01355201904150000001201,2019-04-15,2019-04-15,2019-04-29,GUJARAT FLUORO CHEMICALS LIMITED,10000000,1355,5137969,Paid
OL23675,00847201904150000001195,2019-04-15,2019-04-15,2019-04-29,KOTESWAR RAO GULLAPALLY,100000,847,8424020,Paid
OL23668,00847201904150000001195,2019-04-15,2019-04-15,2019-04-29,KOTESWAR RAO GULLAPALLY,100000,847,8424020,Paid
OL23670,00847201904150000001195,2019-04-15,2019-04-15,2019-04-29,KOTESWAR RAO GULLAPALLY,100000,847,8424020,Paid
OL23677,00847201904150000001195,2019-04-15,2019-04-15,2019-04-29,KOTESWAR RAO GULLAPALLY,100000,847,8424020,Paid
OL23672,00847201904150000001195,2019-04-15,2019-04-15,2019-04-29,KOTESWAR RAO GULLAPALLY,100000,847,8424020,Paid
OL23651,00847201904150000001193,2019-04-15,2019-04-15,2019-04-29,MANDADI RAMULU,100000,847,8424020,Paid
OL23653,00847201904150000001193,2019-04-15,2019-04-15,2019-04-29,MANDADI RAMULU,100000,847,8424020,Paid
OL23655,00847201904150000001193,2019-04-15,2019-04-15,2019-04-29,MANDADI RAMULU,100000,847,8424020,Paid
OL23657,00847201904150000001193,2019-04-15,2019-04-15,2019-04-29,MANDADI RAMULU,100000,847,8424020,Paid
TL10908,00691201904150000001202,2019-04-15,2019-04-15,2019-04-29,MOHINDER                                 KUMAR JAIN,1000000,691,3300196,Paid
TL10909,00691201904150000001202,2019-04-15,2019-04-15,2019-04-29,MOHINDER                                 KUMAR JAIN,1000000,691,3300196,Paid
OL3145,00691201904150000001202,2019-04-15,2019-04-15,2019-04-29,MOHINDER                                 KUMAR JAIN,100000,691,3300196,Paid
OL3143,00691201904150000001202,2019-04-15,2019-04-15,2019-04-29,MOHINDER                                 KUMAR JAIN,100000,691,3300196,Paid
OL3144,00691201904150000001202,2019-04-15,2019-04-15,2019-04-29,MOHINDER                                 KUMAR JAIN,100000,691,3300196,Paid
OL3142,00691201904150000001202,2019-04-15,2019-04-15,2019-04-29,MOHINDER                                 KUMAR JAIN,100000,691,3300196,Paid
OL3141,00691201904150000001202,2019-04-15,2019-04-15,2019-04-29,MOHINDER                                 KUMAR JAIN,100000,691,3300196,Paid
OL3146,00691201904150000001210,2019-04-15,2019-04-15,2019-04-29,MR RAJ DEEPAK VARSHNEY,100000,691,3300196,Paid
OL3130,00691201904150000001210,2019-04-15,2019-04-15,2019-04-29,MR RAJ DEEPAK VARSHNEY,100000,691,3300196,Paid
OL3129,00691201904150000001210,2019-04-15,2019-04-15,2019-04-29,MR RAJ DEEPAK VARSHNEY,100000,691,3300196,Paid
OL3128,00691201904150000001210,2019-04-15,2019-04-15,2019-04-29,MR RAJ DEEPAK VARSHNEY,100000,691,3300196,Paid
OL3127,00691201904150000001210,2019-04-15,2019-04-15,2019-04-29,MR RAJ DEEPAK VARSHNEY,100000,691,3300196,Paid
TL10926,00691201904150000001200,2019-04-15,2019-04-15,2019-04-29,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid
TL10925,00691201904150000001200,2019-04-15,2019-04-15,2019-04-29,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid
TL10928,00691201904150000001200,2019-04-15,2019-04-15,2019-04-29,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid
TL10922,00691201904150000001200,2019-04-15,2019-04-15,2019-04-29,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid
TL10905,00691201904150000001200,2019-04-15,2019-04-15,2019-04-29,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid
TL10924,00691201904150000001200,2019-04-15,2019-04-15,2019-04-29,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid
TL10907,00691201904150000001200,2019-04-15,2019-04-15,2019-04-29,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid
TL10927,00691201904150000001200,2019-04-15,2019-04-15,2019-04-29,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid
TL10906,00691201904150000001200,2019-04-15,2019-04-15,2019-04-29,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid
TL10923,00691201904150000001200,2019-04-15,2019-04-15,2019-04-29,MS PEARL GLOBAL INDUSTRIES LTD FORM,1000000,691,3300196,Paid
TL7537,00847201904150000001186,2019-04-15,2019-04-15,2019-04-29,OCEAN SPARKLE LTD,1000000,847,8424020,Paid
OL23687,00847201904150000001205,2019-04-15,2019-04-15,2019-04-29,PAPPI REDDY                              KISHORE KUMAR REDDY,100000,847,8424020,Paid
OL23689,00847201904150000001205,2019-04-15,2019-04-15,2019-04-29,PAPPI REDDY                              KISHORE KUMAR REDDY,100000,847,8424020,Paid
OL23683,00847201904150000001205,2019-04-15,2019-04-15,2019-04-29,PAPPI REDDY                              KISHORE KUMAR REDDY,100000,847,8424020,Paid
OL23688,00847201904150000001205,2019-04-15,2019-04-15,2019-04-29,PAPPI REDDY                              KISHORE KUMAR REDDY,100000,847,8424020,Paid
OL23685,00847201904150000001205,2019-04-15,2019-04-15,2019-04-29,PAPPI REDDY                              KISHORE KUMAR REDDY,100000,847,8424020,Paid
OL23664,00847201904150000001194,2019-04-15,2019-04-15,2019-04-29,PEDDIREDDY RAMANJANEYA REDDY,100000,847,8424020,Paid
OL23667,00847201904150000001194,2019-04-15,2019-04-15,2019-04-29,PEDDIREDDY RAMANJANEYA REDDY,100000,847,8424020,Paid
OL23671,00847201904150000001194,2019-04-15,2019-04-15,2019-04-29,PEDDIREDDY RAMANJANEYA REDDY,100000,847,8424020,Paid
OL23669,00847201904150000001194,2019-04-15,2019-04-15,2019-04-29,PEDDIREDDY RAMANJANEYA REDDY,100000,847,8424020,Paid
OL23673,00847201904150000001194,2019-04-15,2019-04-15,2019-04-29,PEDDIREDDY RAMANJANEYA REDDY,100000,847,8424020,Paid
OL2187,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2189,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2151,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2153,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2159,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2169,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2175,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2185,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2191,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2161,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2171,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2181,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2157,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2179,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2163,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2165,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2167,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2173,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2183,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2193,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2155,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OL2177,00300201904150000001185,2019-04-15,2019-04-15,2019-04-29,PREMCHAND GODHA,100000,300,4180496,Paid
OC7096,00300201904150000001184,2019-04-15,2019-04-15,2019-04-29,PRL DEVELOPERS PRIVATE LIMITED,10000000,300,4180496,Paid
OC7084,00300201904150000001184,2019-04-15,2019-04-15,2019-04-29,PRL DEVELOPERS PRIVATE LIMITED,10000000,300,4180496,Paid
OC7086,00300201904150000001184,2019-04-15,2019-04-15,2019-04-29,PRL DEVELOPERS PRIVATE LIMITED,10000000,300,4180496,Paid
OC7104,00300201904150000001184,2019-04-15,2019-04-15,2019-04-29,PRL DEVELOPERS PRIVATE LIMITED,10000000,300,4180496,Paid
OC7088,00300201904150000001184,2019-04-15,2019-04-15,2019-04-29,PRL DEVELOPERS PRIVATE LIMITED,10000000,300,4180496,Paid
OC7106,00300201904150000001184,2019-04-15,2019-04-15,2019-04-29,PRL DEVELOPERS PRIVATE LIMITED,10000000,300,4180496,Paid
OC7072,00300201904150000001184,2019-04-15,2019-04-15,2019-04-29,PRL DEVELOPERS PRIVATE LIMITED,10000000,300,4180496,Paid
OC7080,00300201904150000001184,2019-04-15,2019-04-15,2019-04-29,PRL DEVELOPERS PRIVATE LIMITED,10000000,300,4180496,Paid
OC7092,00300201904150000001184,2019-04-15,2019-04-15,2019-04-29,PRL DEVELOPERS PRIVATE LIMITED,10000000,300,4180496,Paid
